SCOUNT:3
TTW:1.1
CW:0.8
level,win/fail,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
Krys-1,true,1.00,13354,527,13353,419,478907,1205
Krys-2,true,1.00,9024,379,9022,274,282418,807
Krys-3,false,0.70,31297,999,31297,999,1155192,1086
Krys-4,true,1.00,9963,429,9962,309,359014,1097
Krys-5,true,1.00,19,357,17,1,549,74
Krys-6,true,1.00,5835,369,5833,177,193260,1179
Krys-7,true,1.00,17,395,14,1,435,77
Krys-8,true,1.00,6139,409,6138,186,221602,859
Krys-9,true,1.00,15,364,12,1,421,50
Krys-10,true,1.00,10423,411,10422,318,360680,1124
Krys-11,true,1.00,23,404,19,1,489,113
Krys-12,true,1.00,9207,446,9205,280,301054,951
Krys-13,true,1.00,23,440,18,1,573,62
Krys-14,false,0.79,31969,999,31969,999,1107117,992
Krys-15,true,1.00,9073,411,9071,275,337654,887
Krys-16,false,0.69,32026,999,32020,999,1017553,717
Krys-17,true,1.00,9669,465,9668,296,355084,924
Krys-18,true,1.00,52,390,48,2,1624,807
Krys-19,true,1.00,5839,394,5837,177,193185,820
Krys-20,true,1.00,10429,497,10427,316,372726,912
Krys-21,true,1.00,17,378,13,1,471,85
Krys-22,true,1.00,18,368,15,1,503,120
Krys-23,true,1.00,1537,429,1533,47,49463,102
Krys-24,true,1.00,9601,483,9599,293,331855,1080
Krys-25,true,1.00,1651,420,1648,50,60079,865
Krys-26,true,1.00,17,359,13,1,502,242
Krys-27,true,1.00,6205,398,6203,188,191995,956
Krys-28,true,1.00,7626,371,7624,235,268308,718
Krys-29,true,1.00,5601,442,5598,170,216170,1025
Krys-30,true,1.00,9432,451,9430,287,305730,1126
Krys-31,true,1.00,65,384,61,2,1588,379
Krys-32,true,1.00,19,427,15,1,499,77
Krys-33,true,1.00,20,402,16,1,455,81
Krys-34,true,1.00,6865,385,6863,208,254004,851
Krys-35,true,1.00,3467,383,3464,105,116384,1028
Krys-36,true,1.00,11741,436,11741,357,426762,951
Krys-37,true,1.00,3880,454,3876,122,151615,1064
Krys-38,true,1.00,3662,418,3660,111,146539,791
Krys-39,true,1.00,11403,419,11403,346,414473,628
Krys-40,true,1.00,8909,391,8908,270,324812,1088
Krys-41,true,1.00,8845,416,8844,268,322539,951
Krys-42,true,1.00,19,366,15,1,528,76
Krys-43,true,1.00,19,353,15,1,482,155
Krys-44,true,1.00,8149,432,8147,254,326332,654
Krys-45,true,1.00,4577,427,4573,141,136717,613
Krys-46,true,1.00,7417,439,7415,225,266283,1018
Krys-47,true,1.00,422,444,419,13,13841,361
Krys-48,true,1.00,21,374,18,1,596,150
Krys-49,true,1.00,292,427,288,9,8905,274
Krys-50,false,0.70,32056,999,32056,999,1171686,1055
Krys-51,true,1.00,10261,410,10260,311,347775,955
Krys-52,true,1.00,7158,393,7157,217,234332,917
Krys-53,true,1.00,11241,501,11239,347,402713,775
Krys-54,true,1.00,10802,465,10801,338,400058,1259
Krys-55,true,1.00,10650,448,10649,324,393022,1039
Krys-56,false,0.59,31951,999,31950,999,1120465,271
Krys-57,true,1.00,21,356,18,1,636,138
Krys-58,true,1.00,8050,465,8048,245,301045,1127
Krys-59,false,0.89,31995,999,31991,999,987307,1087
Krys-60,true,1.00,11646,431,11646,353,422644,1056
Krys-61,true,1.00,8635,430,8634,262,298213,816
Krys-62,true,1.00,8885,409,8884,277,262461,956
Krys-63,true,1.00,13893,581,13891,430,488258,1110
Krys-64,true,1.00,2307,446,2304,71,90218,1213
Krys-65,true,1.00,8912,434,8910,275,296056,1092
Krys-66,true,1.00,10553,420,10551,320,334895,1030
Krys-67,true,1.00,1490,424,1486,45,49392,414
Krys-68,true,1.00,21,378,18,1,641,181
Krys-69,true,1.00,10738,463,10736,333,368830,1086
Krys-70,true,1.00,12965,525,12964,393,450689,1117
Krys-71,true,1.00,24,413,20,1,701,256
Krys-72,true,1.00,35,431,31,1,930,261
Krys-73,true,1.00,11296,473,11294,347,380363,1088
Krys-74,true,1.00,32,413,28,1,807,350
Krys-75,true,1.00,221,392,217,7,6136,141
Krys-76,true,1.00,5213,399,5211,158,168227,1078
Krys-77,true,1.00,20,401,16,1,493,82
Krys-78,false,0.91,32001,999,31999,999,1211823,1148
Krys-79,true,1.00,9611,366,9610,292,291925,166
Krys-80,true,1.00,36,454,31,1,917,319
Krys-81,true,1.00,28,386,24,1,798,108
Krys-82,true,1.00,4737,410,4735,144,144986,219
Krys-83,true,1.00,12112,441,12111,367,405308,1105
Krys-84,true,1.00,15,380,11,1,331,76
Krys-85,true,1.00,9155,472,9153,279,323706,1044
Krys-86,true,1.00,8241,461,8239,252,313165,747
Krys-87,true,1.00,21,392,17,1,497,166
Krys-88,true,1.00,8605,419,8604,261,303144,833
Krys-89,true,1.00,1620,403,1616,49,46606,690
Krys-90,true,1.00,97,364,93,3,3652,422
Krys-91,true,1.00,21,404,17,1,526,111
Krys-92,true,1.00,11989,459,11988,372,382270,982
Krys-93,true,1.00,7356,365,7354,223,251307,1028
Krys-94,true,1.00,21,380,18,1,610,177
Krys-95,true,1.00,1673,357,1670,51,60828,1196
Krys-96,true,1.00,19,404,15,1,527,54
Krys-97,true,1.00,8157,380,8155,251,313943,1095
Krys-98,true,1.00,14089,519,14088,437,466053,1154
Krys-99,true,1.00,6531,403,6529,198,196178,548
Krys-100,true,1.00,14,371,11,1,377,41
