SCOUNT:3
TTW:1.1
CW:1.05
level,win/fail,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
Krys-1,true,1.00,13352,527,13351,419,465734,1049
Krys-2,true,1.00,9026,379,9025,274,274689,807
Krys-3,false,0.70,31360,999,31359,999,1043122,1086
Krys-4,true,1.00,10328,440,10326,320,367214,1097
Krys-5,true,1.00,21,357,17,1,549,74
Krys-6,true,1.00,5835,369,5833,177,190885,1136
Krys-7,true,1.00,18,395,15,1,435,77
Krys-8,true,1.00,6212,408,6208,188,222381,859
Krys-9,true,1.00,17,364,13,1,421,50
Krys-10,true,1.00,10424,411,10423,318,353828,1124
Krys-11,true,1.00,22,404,18,1,489,113
Krys-12,true,1.00,9206,446,9205,280,297922,951
Krys-13,true,1.00,22,440,18,1,573,62
Krys-14,false,0.79,31984,999,31982,999,1079615,992
Krys-15,true,1.00,9074,411,9073,275,328340,887
Krys-16,true,1.00,8534,422,8533,263,258565,890
Krys-17,true,1.00,9703,463,9701,297,348801,1011
Krys-18,true,1.00,53,390,49,2,1588,807
Krys-19,true,1.00,5841,394,5840,177,188596,820
Krys-20,true,1.00,10428,497,10426,316,363503,912
Krys-21,true,1.00,17,378,14,1,471,85
Krys-22,true,1.00,19,368,15,1,503,120
Krys-23,true,1.00,1537,429,1533,47,48255,102
Krys-24,true,1.00,9603,483,9601,293,324120,1080
Krys-25,true,1.00,1653,420,1649,50,58665,865
Krys-26,true,1.00,18,359,15,1,502,242
Krys-27,true,1.00,6301,398,6299,191,190088,956
Krys-28,true,1.00,7627,371,7625,235,262169,718
Krys-29,true,1.00,5602,442,5599,170,210422,1025
Krys-30,true,1.00,9434,451,9432,287,297602,1126
Krys-31,true,1.00,69,384,65,2,1485,379
Krys-32,true,1.00,21,427,17,1,499,77
Krys-33,true,1.00,20,402,16,1,455,81
Krys-34,true,1.00,6864,385,6862,208,247549,851
Krys-35,true,1.00,3467,383,3464,105,113537,1028
Krys-36,true,1.00,11747,436,11746,357,416381,951
Krys-37,true,1.00,3881,454,3878,122,147699,999
Krys-38,true,1.00,3663,418,3660,111,142947,791
Krys-39,true,1.00,10787,405,10786,327,383079,1056
Krys-40,true,1.00,8944,392,8942,271,317144,1088
Krys-41,true,1.00,8846,416,8844,268,314461,951
Krys-42,true,1.00,19,366,16,1,528,76
Krys-43,true,1.00,19,353,15,1,482,155
Krys-44,true,1.00,8083,428,8082,250,315135,654
Krys-45,true,1.00,4576,427,4573,141,133564,613
Krys-46,true,1.00,7419,439,7417,225,260481,1018
Krys-47,true,1.00,423,444,419,13,13581,361
Krys-48,true,1.00,23,374,19,1,596,150
Krys-49,true,1.00,293,427,288,9,8709,274
Krys-50,false,0.70,32061,999,32060,999,1144144,1055
Krys-51,true,1.00,10263,410,10262,311,340192,955
Krys-52,true,1.00,7159,393,7157,217,228550,917
Krys-53,true,1.00,11053,466,11043,336,293977,942
Krys-54,true,1.00,10967,473,10965,343,389378,1259
Krys-55,true,1.00,10655,448,10653,324,382431,1039
Krys-56,false,0.59,31957,999,31957,999,1085812,271
Krys-57,true,1.00,22,356,19,1,636,138
Krys-58,true,1.00,8052,441,8050,245,293869,1127
Krys-59,true,1.00,10573,391,10572,327,324024,1068
Krys-60,true,1.00,11777,435,11777,357,417753,1056
Krys-61,true,1.00,8605,430,8603,262,288651,944
Krys-62,true,1.00,8887,409,8885,277,256471,793
Krys-63,true,1.00,13893,581,13892,430,474495,883
Krys-64,true,1.00,2308,446,2304,71,87912,1142
Krys-65,true,1.00,9525,448,9523,294,311571,1092
Krys-66,true,1.00,10553,420,10552,320,326213,984
Krys-67,true,1.00,2279,424,2276,69,74827,511
Krys-68,true,1.00,22,378,18,1,641,181
Krys-69,true,1.00,11503,486,11502,356,380382,1086
Krys-70,true,1.00,12969,525,12968,393,439204,1117
Krys-71,true,1.00,24,413,20,1,701,256
Krys-72,true,1.00,37,431,32,1,930,261
Krys-73,true,1.00,11298,473,11297,347,372877,1088
Krys-74,true,1.00,31,413,26,1,807,350
Krys-75,true,1.00,223,392,219,7,6059,141
Krys-76,true,1.00,5214,399,5211,158,164027,1078
Krys-77,true,1.00,19,401,16,1,493,82
Krys-78,false,0.91,32011,999,32010,999,1169730,1093
Krys-79,true,1.00,9612,366,9611,292,280325,166
Krys-80,true,1.00,36,454,31,1,917,319
Krys-81,true,1.00,28,386,24,1,798,108
Krys-82,true,1.00,4738,410,4735,144,139867,219
Krys-83,true,1.00,12110,441,12109,367,394168,1105
Krys-84,true,1.00,15,380,11,1,331,76
Krys-85,true,1.00,8338,444,8336,257,288312,1063
Krys-86,true,1.00,8242,461,8239,252,308453,747
Krys-87,true,1.00,22,392,18,1,497,166
Krys-88,true,1.00,8606,419,8604,261,297147,833
Krys-89,true,1.00,2048,395,2045,62,57193,690
Krys-90,true,1.00,97,364,94,3,3604,422
Krys-91,true,1.00,21,404,17,1,526,111
Krys-92,true,1.00,11691,449,11690,362,375703,982
Krys-93,true,1.00,7359,365,7357,223,247992,1028
Krys-94,true,1.00,22,380,18,1,610,177
Krys-95,true,1.00,1641,356,1638,50,57299,1080
Krys-96,true,1.00,20,404,15,1,527,54
Krys-97,true,1.00,8157,380,8156,251,308747,1095
Krys-98,true,1.00,14142,519,14137,437,355265,1154
Krys-99,true,1.00,6529,403,6527,198,192455,548
Krys-100,true,1.00,24,371,21,1,377,41
